timestamp	company	status
2026-09-13T08:16:40.309Z	Nvidia	reachable
2026-09-13T08:16:40.309Z	Salesforce	reachable
2026-09-13T08:16:40.309Z	Expedia	reachable
2026-09-13T08:16:40.309Z	Walmart	reachable
2026-09-13T08:16:40.309Z	Intel	reachable
2026-09-13T08:16:40.309Z	Mastercard	reachable
2026-09-13T08:16:40.309Z	Red Hat	reachable
2026-09-13T08:16:40.309Z	Palo Alto Networks	reachable
2026-09-13T08:16:40.309Z	Zoom	reachable
2026-09-13T08:16:40.309Z	Oracle	reachable
2026-09-13T08:16:40.309Z	JPMorgan Chase	network
2026-09-13T08:16:40.309Z	Nutanix	reachable
2026-09-13T08:16:40.309Z	GitHub	empty
2026-09-13T08:16:40.309Z	Atlassian	empty
2026-09-13T08:16:40.309Z	Microsoft	reachable
2026-09-13T08:16:40.309Z	Amazon	empty
2026-09-13T08:16:40.309Z	PayPal	auth
2026-09-13T08:16:40.309Z	Qualcomm	auth
2026-09-13T08:16:40.309Z	Juniper Networks	auth
2026-09-13T08:16:40.309Z	Intuit	reachable
2026-09-13T08:16:40.309Z	Cisco	reachable
2026-09-13T08:16:40.309Z	SAP Labs	reachable
2026-09-13T08:16:40.309Z	ByteDance	reachable
2026-09-13T08:16:40.309Z	Shopify	reachable
2026-09-13T08:16:40.309Z	ARM	reachable
2026-09-13T08:16:40.309Z	Sumo Logic	reachable
2026-09-13T08:16:40.309Z	Box8	reachable
2026-09-13T08:16:40.309Z	Aviso	reachable
2026-09-13T08:16:40.309Z	CodeNation	reachable
2026-09-13T08:16:40.309Z	Harness	reachable
2026-09-13T08:16:40.309Z	Rippling	reachable
2026-09-13T08:16:40.309Z	CRED	reachable
2026-09-13T08:16:40.309Z	Paytm	reachable
2026-09-13T08:16:40.309Z	Zeta	network
2026-09-13T08:16:40.309Z	Groupon	reachable
2026-09-13T08:16:40.309Z	Snowflake	reachable
2026-09-13T08:16:40.309Z	Truecaller	reachable
2026-09-13T08:16:40.309Z	Agoda	reachable
2026-09-13T08:16:40.309Z	Databricks	reachable
2026-09-13T08:16:40.309Z	Spotify	reachable
2026-09-13T08:16:40.309Z	Yelp	reachable
2026-09-13T08:16:40.309Z	RemoteOK	reachable
2026-09-13T08:16:40.309Z	Remotive	reachable
2026-09-13T08:16:40.309Z	Himalayas	reachable
2026-09-13T08:16:40.309Z	We Work Remotely	reachable
2026-09-13T08:16:40.309Z	Working Nomads	reachable
2026-09-13T08:16:40.309Z	Jobicy	reachable
